t		0.00	0.42	0.84	1.26	1.68	2.11	2.53	2.95	3.37	3.79	4.21	4.63	5.05	5.47	5.89	6.32	6.74	7.16	7.58	8.00	
---------------------------------------------------------
0.12	|	3.516062	3.625540	3.936735	4.402440	4.957033	5.530397	6.059455	6.494706	6.801831	6.960147	6.960147	6.801831	6.494706	6.059455	5.530397	4.957033	4.402440	3.936735	3.625540	3.516062	
0.12	|	3.529138	3.637589	3.945972	4.407765	4.958172	5.527763	6.053854	6.487043	6.792923	6.950666	6.950666	6.792923	6.487043	6.053854	5.527763	4.958172	4.407765	3.945972	3.637589	3.529138	
0.13	|	3.542091	3.649532	3.955144	4.413073	4.959335	5.525177	6.048306	6.479429	6.784055	6.941218	6.941218	6.784055	6.479429	6.048306	5.525177	4.959335	4.413073	3.955144	3.649532	3.542091	
0.13	|	3.554925	3.661371	3.964251	4.418365	4.960521	5.522637	6.042812	6.471863	6.775227	6.931806	6.931806	6.775227	6.471863	6.042812	5.522637	4.960521	4.418365	3.964251	3.661371	3.554925	
0.13	|	3.567639	3.673105	3.973293	4.423638	4.961729	5.520143	6.037371	6.464346	6.766441	6.922429	6.922429	6.766441	6.464346	6.037371	5.520143	4.961729	4.423638	3.973293	3.673105	3.567639	
0.13	|	3.580237	3.684738	3.982270	4.428894	4.962959	5.517694	6.031982	6.456878	6.757695	6.913088	6.913088	6.757695	6.456878	6.031982	5.517694	4.962959	4.428894	3.982270	3.684738	3.580237	
0.13	|	3.592720	3.696270	3.991184	4.434131	4.964209	5.515289	6.026644	6.449457	6.748990	6.903782	6.903782	6.748990	6.449457	6.026644	5.515289	4.964209	4.434131	3.991184	3.696270	3.592720	
0.13	|	3.605090	3.707702	4.000034	4.439349	4.965479	5.512927	6.021357	6.442084	6.740326	6.894513	6.894513	6.740326	6.442084	6.021357	5.512927	4.965479	4.439349	4.000034	3.707702	3.605090	
0.13	|	3.617348	3.719037	4.008822	4.444549	4.966767	5.510607	6.016119	6.434759	6.731703	6.885280	6.885280	6.731703	6.434759	6.016119	5.510607	4.966767	4.444549	4.008822	3.719037	3.617348	
0.13	|	3.629496	3.730274	4.017547	4.449728	4.968073	5.508327	6.010931	6.427480	6.723122	6.876084	6.876084	6.723122	6.427480	6.010931	5.508327	4.968073	4.449728	4.017547	3.730274	3.629496	
0.14	|	3.641536	3.741417	4.026211	4.454888	4.969396	5.506088	6.005792	6.420249	6.714582	6.866925	6.866925	6.714582	6.420249	6.005792	5.506088	4.969396	4.454888	4.026211	3.741417	3.641536	
0.14	|	3.653468	3.752465	4.034814	4.460028	4.970735	5.503888	6.000701	6.413065	6.706083	6.857803	6.857803	6.706083	6.413065	6.000701	5.503888	4.970735	4.460028	4.034814	3.752465	3.653468	
0.14	|	3.665296	3.763420	4.043355	4.465147	4.972089	5.501727	5.995658	6.405928	6.697626	6.848718	6.848718	6.697626	6.405928	5.995658	5.501727	4.972089	4.465147	4.043355	3.763420	3.665296	
0.14	|	3.677019	3.774283	4.051837	4.470246	4.973458	5.499603	5.990662	6.398837	6.689210	6.839672	6.839672	6.689210	6.398837	5.990662	5.499603	4.973458	4.470246	4.051837	3.774283	3.677019	
0.14	|	3.688640	3.785055	4.060258	4.475323	4.974841	5.497516	5.985712	6.391792	6.680837	6.830663	6.830663	6.680837	6.391792	5.985712	5.497516	4.974841	4.475323	4.060258	3.785055	3.688640	
0.14	|	3.700159	3.795738	4.068620	4.480380	4.976237	5.495465	5.980808	6.384792	6.672504	6.821693	6.821693	6.672504	6.384792	5.980808	5.495465	4.976237	4.480380	4.068620	3.795738	3.700159	
0.14	|	3.711579	3.806332	4.076924	4.485415	4.977645	5.493449	5.975949	6.377839	6.664214	6.812761	6.812761	6.664214	6.377839	5.975949	5.493449	4.977645	4.485415	4.076924	3.806332	3.711579	
0.14	|	3.722901	3.816839	4.085168	4.490428	4.979065	5.491468	5.971134	6.370930	6.655965	6.803867	6.803867	6.655965	6.370930	5.971134	5.491468	4.979065	4.490428	4.085168	3.816839	3.722901	
0.15	|	3.734125	3.827259	4.093355	4.495420	4.980497	5.489521	5.966364	6.364067	6.647758	6.795012	6.795012	6.647758	6.364067	5.966364	5.489521	4.980497	4.495420	4.093355	3.827259	3.734125	
